Sending Country,Receiving Country,Year,Value,Unit,Source,Region
Georgia,Rwanda,2018,0.002163,USD millions,Roland Kpodar (IMF),Africa
Georgia,Rwanda,2019,0.0067469999999999995,USD millions,Roland Kpodar (IMF),Africa
Georgia,Rwanda,2020,0.001051,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sao Tome and Principe,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sao Tome and Principe,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sao Tome and Principe,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Senegal,2018,0.026811,USD millions,Roland Kpodar (IMF),Africa
Georgia,Senegal,2019,0.01517,USD millions,Roland Kpodar (IMF),Africa
Georgia,Senegal,2020,0.010183,USD millions,Roland Kpodar (IMF),Africa
Georgia,Seychelles,2018,0.000625,USD millions,Roland Kpodar (IMF),Africa
Georgia,Seychelles,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Seychelles,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sierra Leone,2018,0.042557,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sierra Leone,2019,0.041347,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sierra Leone,2020,0.014712,USD millions,Roland Kpodar (IMF),Africa
Georgia,Somalia,2018,0.011238000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Somalia,2019,0.0007880000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Somalia,2020,0.001766,USD millions,Roland Kpodar (IMF),Africa
Georgia,South Africa,2018,0.193145,USD millions,Roland Kpodar (IMF),Africa
Georgia,South Africa,2019,0.112344,USD millions,Roland Kpodar (IMF),Africa
Georgia,South Africa,2020,0.01529,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sudan,2018,0.003123,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sudan,2019,0.002521,USD millions,Roland Kpodar (IMF),Africa
Georgia,Sudan,2020,0.003915,USD millions,Roland Kpodar (IMF),Africa
Georgia,Suriname,2018,0.002974,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Suriname,2019,0.001895,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Suriname,2020,0.0005,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Tanzania,2018,0.049233,USD millions,Roland Kpodar (IMF),Africa
Georgia,Tanzania,2019,0.005329,USD millions,Roland Kpodar (IMF),Africa
Georgia,Tanzania,2020,0.017372,USD millions,Roland Kpodar (IMF),Africa
Georgia,Togo,2018,0.055327,USD millions,Roland Kpodar (IMF),Africa
Georgia,Togo,2019,0.079602,USD millions,Roland Kpodar (IMF),Africa
Georgia,Togo,2020,0.033953,USD millions,Roland Kpodar (IMF),Africa
Georgia,Tunisia,2018,0.020363,USD millions,Roland Kpodar (IMF),Africa
Georgia,Tunisia,2019,0.017449,USD millions,Roland Kpodar (IMF),Africa
Georgia,Tunisia,2020,0.012657,USD millions,Roland Kpodar (IMF),Africa
Georgia,Uganda,2018,0.028467,USD millions,Roland Kpodar (IMF),Africa
Georgia,Uganda,2019,0.018447,USD millions,Roland Kpodar (IMF),Africa
Georgia,Uganda,2020,0.010086,USD millions,Roland Kpodar (IMF),Africa
Georgia,Uruguay,2018,0.00324,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Uruguay,2019,0.034445,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Uruguay,2020,0.008276,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Venezuela. RB,2018,5e-05,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Venezuela. RB,2019,0.00091,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Venezuela. RB,2020,0.0005,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Zambia,2018,0.000696,USD millions,Roland Kpodar (IMF),Africa
Georgia,Zambia,2019,0.001165,USD millions,Roland Kpodar (IMF),Africa
Georgia,Zambia,2020,0.000978,USD millions,Roland Kpodar (IMF),Africa
Georgia,Zimbabwe,2018,0.008487,USD millions,Roland Kpodar (IMF),Africa
Georgia,Zimbabwe,2019,0.000353,USD millions,Roland Kpodar (IMF),Africa
Georgia,Zimbabwe,2020,0.035957,USD millions,Roland Kpodar (IMF),Africa
Haiti,Brazil,2018,3.89006457,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2019,8.21613809,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2020,5.9481819300000005,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Chile,2018,11.69021168,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Chile,2019,3.77146323,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Chile,2020,1.96301703,USD millions,Roland Kpodar (IMF),Latin America
Jamaica,Curacao,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Jamaica,Curacao,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Jamaica,Curacao,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Argentina,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Argentina,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Argentina,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Chile,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Chile,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Chile,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Algeria,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Algeria,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Algeria,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Angola,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Angola,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Angola,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Argentina,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Argentina,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Argentina,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Aruba,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Aruba,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Aruba,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Benin,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Benin,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Benin,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Bolivia,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Bolivia,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Bolivia,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Botswana,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Botswana,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Botswana,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Burundi,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Burundi,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Burundi,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cameroon,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cameroon,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cameroon,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Central African Republic,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Central African Republic,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Central African Republic,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chad,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chad,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chad,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chile,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Chile,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Chile,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Colombia,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Colombia,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Colombia,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Comoros,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Comoros,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Comoros,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Dem. Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Dem. Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Dem. Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cote d'Ivoire,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cote d'Ivoire,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cote d'Ivoire,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Curacao,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Curacao,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Curacao,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Djibouti,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Djibouti,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Djibouti,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ecuador,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Ecuador,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Ecuador,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Egypt. Arab Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Egypt. Arab Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Egypt. Arab Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Equatorial Guinea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Equatorial Guinea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Equatorial Guinea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eritrea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eritrea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eritrea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eswatini,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eswatini,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eswatini,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ethiopia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ethiopia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ethiopia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gabon,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gabon,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gabon,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gambia. The,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gambia. The,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gambia. The,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ghana,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ghana,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ghana,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea-Bissau,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea-Bissau,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea-Bissau,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guyana,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Guyana,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Guyana,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Kenya,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Kenya,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Kenya,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Lesotho,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Lesotho,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Lesotho,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Liberia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Liberia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Liberia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Libya,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Libya,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Libya,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Madagascar,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Madagascar,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Madagascar,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Malawi,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Malawi,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Malawi,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mali,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mali,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mali,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mauritania,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mauritania,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mauritania,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mauritius,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mauritius,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mauritius,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Morocco,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Morocco,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Morocco,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mozambique,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mozambique,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Mozambique,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Namibia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Namibia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Namibia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Niger,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Niger,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Niger,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Nigeria,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Nigeria,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Nigeria,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Paraguay,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Paraguay,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Paraguay,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Peru,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Peru,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Peru,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Rwanda,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Rwanda,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Rwanda,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Senegal,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Senegal,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Senegal,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Seychelles,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Seychelles,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Seychelles,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Sierra Leone,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Sierra Leone,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Sierra Leone,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Somalia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Somalia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Somalia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,South Africa,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,South Africa,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,South Africa,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Sudan,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Sudan,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Sudan,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Tanzania,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Tanzania,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Tanzania,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Togo,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Togo,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Togo,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Tunisia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Tunisia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Tunisia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Uganda,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Uganda,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Uganda,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Uruguay,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Uruguay,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Uruguay,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Venezuela. RB,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Venezuela. RB,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Venezuela. RB,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Zambia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Zambia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Zambia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Zimbabwe,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Zimbabwe,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Zimbabwe,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Suriname,Brazil,2018,1.118,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Brazil,2019,0.9430000000000001,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Brazil,2020,1.825,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Colombia,2018,2.27,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Colombia,2019,2.449,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Colombia,2020,1.778,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Guyana,2018,2.064,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Guyana,2019,1.6480000000000001,USD millions,Roland Kpodar (IMF),Latin America
Suriname,Guyana,2020,1.362,USD millions,Roland Kpodar (IMF),Latin America
