Sending Country,Receiving Country,Year,Value,Unit,Source,Region
Pakistan,Bahrain,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Bahrain,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Belgium,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Belgium,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Belgium,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Canada,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Pakistan,Canada,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Pakistan,Canada,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Pakistan,Denmark,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Denmark,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Denmark,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,France,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,France,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,France,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Greece,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Greece,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Greece,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Ireland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Ireland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Ireland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Italy,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Italy,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Italy,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Japan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Japan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Japan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Kuwait,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Kuwait,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Kuwait,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Malaysia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Malaysia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Malaysia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Netherlands,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Netherlands,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Netherlands,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Norway,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Norway,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Norway,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Oman,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Oman,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Oman,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Qatar,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Qatar,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Qatar,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Saudi Arabia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Saudi Arabia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Saudi Arabia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Spain,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Spain,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Spain,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Sweden,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Sweden,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Sweden,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Switzerland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Switzerland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,Switzerland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,United Arab Emirates,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,United Arab Emirates,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,United Arab Emirates,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Pakistan,United Kingdom,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,United Kingdom,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,United Kingdom,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Pakistan,United States,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Pakistan,United States,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Pakistan,United States,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Paraguay,Argentina,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Argentina,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Argentina,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Chile,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Chile,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,Chile,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Paraguay,France,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,France,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,France,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Italy,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Italy,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Italy,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Japan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Paraguay,Japan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Paraguay,Japan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Paraguay,Spain,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Spain,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,Spain,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Paraguay,United States,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Paraguay,United States,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Paraguay,United States,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Afghanistan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Afghanistan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Afghanistan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Albania,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Albania,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Albania,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Algeria,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Algeria,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Algeria,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Andorra,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Andorra,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Andorra,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Angola,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Angola,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Angola,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Argentina,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Argentina,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Argentina,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Armenia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Armenia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Armenia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Aruba,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Aruba,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Aruba,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Australia,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Australia,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Australia,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Austria,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Austria,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Austria,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Azerbaijan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Azerbaijan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Azerbaijan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bahamas. The,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Bahamas. The,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Bahamas. The,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Bahrain,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bahrain,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bahrain,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bangladesh,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bangladesh,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bangladesh,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Barbados,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Barbados,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Barbados,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Belarus,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Belarus,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Belarus,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Belgium,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Belgium,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Belgium,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Belize,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Belize,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Belize,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Benin,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Benin,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Benin,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Bermuda,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Bermuda,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Bermuda,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Bhutan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bhutan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bhutan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bolivia,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Bolivia,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Bolivia,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Bosnia and Herzegovina,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Bosnia and Herzegovina,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Bosnia and Herzegovina,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Botswana,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Botswana,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Botswana,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Brunei Darussalam,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Brunei Darussalam,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Brunei Darussalam,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Bulgaria,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Bulgaria,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Bulgaria,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Burundi,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Burundi,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Burundi,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cambodia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Cambodia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Cambodia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Cameroon,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cameroon,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cameroon,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Canada,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Canada,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Canada,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Cayman Islands,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Cayman Islands,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Cayman Islands,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Central African Republic,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Central African Republic,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Central African Republic,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chad,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chad,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Chad,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Channel Islands,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Channel Islands,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Channel Islands,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Chile,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Chile,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Chile,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,China,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,China,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,China,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Colombia,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Colombia,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Colombia,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Comoros,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Comoros,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Comoros,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Dem. Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Dem. Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Dem. Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Congo. Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Costa Rica,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Costa Rica,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Costa Rica,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Cote d'Ivoire,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cote d'Ivoire,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Cote d'Ivoire,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Croatia,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Croatia,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Croatia,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Cuba,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Cuba,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Cuba,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Curacao,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Curacao,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Curacao,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Cyprus,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Cyprus,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Cyprus,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Czech Republic,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Czech Republic,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Czech Republic,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Denmark,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Denmark,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Denmark,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Djibouti,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Djibouti,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Djibouti,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Dominican Republic,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Dominican Republic,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Dominican Republic,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Ecuador,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Ecuador,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Ecuador,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Egypt. Arab Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Egypt. Arab Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Egypt. Arab Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,El Salvador,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,El Salvador,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,El Salvador,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Equatorial Guinea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Equatorial Guinea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Equatorial Guinea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eritrea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eritrea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eritrea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Estonia,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Estonia,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Estonia,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Eswatini,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eswatini,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Eswatini,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ethiopia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ethiopia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ethiopia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Faroe Islands,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Faroe Islands,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Faroe Islands,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Fiji,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Fiji,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Fiji,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Finland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Finland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Finland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,France,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,France,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,France,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Gabon,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gabon,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gabon,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gambia. The,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gambia. The,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gambia. The,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Georgia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Georgia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Georgia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Ghana,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ghana,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Ghana,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Gibraltar,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Gibraltar,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Gibraltar,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Greece,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Greece,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Greece,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Greenland,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Greenland,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Greenland,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Grenada,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Grenada,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Grenada,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Guam,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Guam,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Guam,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania
Philippines,Guatemala,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Guatemala,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Guatemala,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Guinea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea-Bissau,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea-Bissau,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guinea-Bissau,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Philippines,Guyana,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Guyana,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Guyana,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Haiti,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Haiti,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Haiti,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Honduras,2018,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Honduras,2019,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Honduras,2020,0.0,USD millions,Roland Kpodar (IMF),North America
Philippines,Hong Kong SAR. China,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Hong Kong SAR. China,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Hong Kong SAR. China,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Hungary,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Hungary,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Hungary,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Iceland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Iceland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,Iceland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe
Philippines,India,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,India,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,India,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Indonesia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Indonesia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Philippines,Indonesia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
