Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP
Georgia,South Africa,2018,0.193145,USD millions,Roland Kpodar (IMF),Africa,GEO,ZAF,17565.6609173341,358551.56086853304
Georgia,South Africa,2019,0.112344,USD millions,Roland Kpodar (IMF),Africa,GEO,ZAF,18510.8198184957,359483.563936676
Georgia,South Africa,2020,0.01529,USD millions,Roland Kpodar (IMF),Africa,GEO,ZAF,17346.40192057,337307.31867963896
Georgia,Spain,2018,2.491534,USD millions,Roland Kpodar (IMF),Europe,GEO,ESP,17565.6609173341,1307871.70170125
Georgia,Spain,2019,2.882956,USD millions,Roland Kpodar (IMF),Europe,GEO,ESP,18510.8198184957,1333521.40043269
Georgia,Spain,2020,2.584296,USD millions,Roland Kpodar (IMF),Europe,GEO,ESP,17346.40192057,1187633.21729202
Georgia,Sri Lanka,2018,0.063096,USD millions,Roland Kpodar (IMF),Asia,GEO,LKA,17565.6609173341,97364.0847988326
Georgia,Sri Lanka,2019,0.059993,USD millions,Roland Kpodar (IMF),Asia,GEO,LKA,18510.8198184957,97149.4126802905
Georgia,Sri Lanka,2020,0.033819,USD millions,Roland Kpodar (IMF),Asia,GEO,LKA,17346.40192057,92656.7234820524
Georgia,St. Kitts and Nevis,2018,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,KNA,17565.6609173341,1017.04145306618
Georgia,St. Kitts and Nevis,2019,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,KNA,18510.8198184957,1046.92463878381
Georgia,St. Kitts and Nevis,2020,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,KNA,17346.40192057,886.725390821136
Georgia,St. Lucia,2018,0.0001,USD millions,Roland Kpodar (IMF),North America,GEO,LCA,17565.6609173341,1988.58921544077
Georgia,St. Lucia,2019,0.000115,USD millions,Roland Kpodar (IMF),North America,GEO,LCA,18510.8198184957,1974.66267979464
Georgia,St. Lucia,2020,7.5e-05,USD millions,Roland Kpodar (IMF),North America,GEO,LCA,17346.40192057,1493.60576001109
Georgia,St. Martin (French part),2018,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,MAF,17565.6609173341,
Georgia,St. Martin (French part),2019,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,MAF,18510.8198184957,
Georgia,St. Martin (French part),2020,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,MAF,17346.40192057,
Georgia,St. Vincent and the Grenadines,2018,0.006666,USD millions,Roland Kpodar (IMF),North America,GEO,VCT,17565.6609173341,857.424342542456
Georgia,St. Vincent and the Grenadines,2019,0.001633,USD millions,Roland Kpodar (IMF),North America,GEO,VCT,18510.8198184957,863.155611051759
Georgia,St. Vincent and the Grenadines,2020,0.000483,USD millions,Roland Kpodar (IMF),North America,GEO,VCT,17346.40192057,826.308151043014
Georgia,Sudan,2018,0.003123,USD millions,Roland Kpodar (IMF),Africa,GEO,SDN,17565.6609173341,52455.0317549093
Georgia,Sudan,2019,0.002521,USD millions,Roland Kpodar (IMF),Africa,GEO,SDN,18510.8198184957,51312.429477395104
Georgia,Sudan,2020,0.003915,USD millions,Roland Kpodar (IMF),Africa,GEO,SDN,17346.40192057,49449.890489355006
Georgia,Suriname,2018,0.002974,USD millions,Roland Kpodar (IMF),Latin America,GEO,SUR,17565.6609173341,5195.768566266481
Georgia,Suriname,2019,0.001895,USD millions,Roland Kpodar (IMF),Latin America,GEO,SUR,18510.8198184957,5256.4338286406
Georgia,Suriname,2020,0.0005,USD millions,Roland Kpodar (IMF),Latin America,GEO,SUR,17346.40192057,4416.7084471504
Georgia,Sweden,2018,0.323133,USD millions,Roland Kpodar (IMF),Europe,GEO,SWE,17565.6609173341,532808.626903279
Georgia,Sweden,2019,0.362976,USD millions,Roland Kpodar (IMF),Europe,GEO,SWE,18510.8198184957,546393.3707211161
Georgia,Sweden,2020,0.206122,USD millions,Roland Kpodar (IMF),Europe,GEO,SWE,17346.40192057,535436.339440588
Georgia,Switzerland,2018,0.13213,USD millions,Roland Kpodar (IMF),Europe,GEO,CHE,17565.6609173341,738674.254331744
Georgia,Switzerland,2019,0.116538,USD millions,Roland Kpodar (IMF),Europe,GEO,CHE,18510.8198184957,747109.7827557939
Georgia,Switzerland,2020,0.06264700000000001,USD millions,Roland Kpodar (IMF),Europe,GEO,CHE,17346.40192057,731108.655210761
Georgia,Syrian Arab Republic,2018,0.01381,USD millions,Roland Kpodar (IMF),Asia,GEO,SYR,17565.6609173341,15513.754781297399
Georgia,Syrian Arab Republic,2019,0.001598,USD millions,Roland Kpodar (IMF),Asia,GEO,SYR,18510.8198184957,15703.1319958402
Georgia,Syrian Arab Republic,2020,0.0007819999999999999,USD millions,Roland Kpodar (IMF),Asia,GEO,SYR,17346.40192057,15593.656903825198
Georgia,Tajikistan,2018,0.342628,USD millions,Roland Kpodar (IMF),Asia,GEO,TJK,17565.6609173341,10189.6700468255
Georgia,Tajikistan,2019,0.374564,USD millions,Roland Kpodar (IMF),Asia,GEO,TJK,18510.8198184957,10943.7056469105
Georgia,Tajikistan,2020,0.446115,USD millions,Roland Kpodar (IMF),Asia,GEO,TJK,17346.40192057,11425.2288174554
Georgia,Tanzania,2018,0.049233,USD millions,Roland Kpodar (IMF),Africa,GEO,TZA,17565.6609173341,57054.3585298858
Georgia,Tanzania,2019,0.005329,USD millions,Roland Kpodar (IMF),Africa,GEO,TZA,18510.8198184957,60363.511324600404
Georgia,Tanzania,2020,0.017372,USD millions,Roland Kpodar (IMF),Africa,GEO,TZA,17346.40192057,61565.9311054141
Georgia,Thailand,2018,0.08415500000000001,USD millions,Roland Kpodar (IMF),Asia,GEO,THA,17565.6609173341,450682.801200339
Georgia,Thailand,2019,0.115721,USD millions,Roland Kpodar (IMF),Asia,GEO,THA,18510.8198184957,460212.74950962595
Georgia,Thailand,2020,0.09365799999999999,USD millions,Roland Kpodar (IMF),Asia,GEO,THA,17346.40192057,432369.70112727804
Georgia,Timor-Leste,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,GEO,TLS,17565.6609173341,1586.0179202997
Georgia,Timor-Leste,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,GEO,TLS,18510.8198184957,1957.3366512511
Georgia,Timor-Leste,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,GEO,TLS,17346.40192057,2582.93899777444
Georgia,Togo,2018,0.055327,USD millions,Roland Kpodar (IMF),Africa,GEO,TGO,17565.6609173341,6537.59525007312
Georgia,Togo,2019,0.079602,USD millions,Roland Kpodar (IMF),Africa,GEO,TGO,18510.8198184957,6859.43622097836
Georgia,Togo,2020,0.033953,USD millions,Roland Kpodar (IMF),Africa,GEO,TGO,17346.40192057,6996.08682390934
Georgia,Tonga,2018,0.0005,USD millions,Roland Kpodar (IMF),Oceania,GEO,TON,17565.6609173341,484.64142128128304
Georgia,Tonga,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,GEO,TON,18510.8198184957,483.63126673066995
Georgia,Tonga,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,GEO,TON,17346.40192057,492.25632690788296
Georgia,Trinidad and Tobago,2018,0.000935,USD millions,Roland Kpodar (IMF),North America,GEO,TTO,17565.6609173341,23423.2215204673
Georgia,Trinidad and Tobago,2019,0.0012439999999999999,USD millions,Roland Kpodar (IMF),North America,GEO,TTO,18510.8198184957,23533.7354146087
Georgia,Trinidad and Tobago,2020,0.000685,USD millions,Roland Kpodar (IMF),North America,GEO,TTO,17346.40192057,21438.5753218702
Georgia,Tunisia,2018,0.020363,USD millions,Roland Kpodar (IMF),Africa,GEO,TUN,17565.6609173341,48569.2646716842
Georgia,Tunisia,2019,0.017449,USD millions,Roland Kpodar (IMF),Africa,GEO,TUN,18510.8198184957,49340.470115969
Georgia,Tunisia,2020,0.012657,USD millions,Roland Kpodar (IMF),Africa,GEO,TUN,17346.40192057,44893.939452694096
Georgia,Turkey,2018,24.139771,USD millions,Roland Kpodar (IMF),Asia,GEO,TUR,17565.6609173341,988958.5768860639
Georgia,Turkey,2019,34.113897,USD millions,Roland Kpodar (IMF),Asia,GEO,TUR,18510.8198184957,997053.346501186
Georgia,Turkey,2020,47.815903,USD millions,Roland Kpodar (IMF),Asia,GEO,TUR,17346.40192057,1015597.2728848299
Georgia,Turkmenistan,2018,0.003251,USD millions,Roland Kpodar (IMF),Asia,GEO,TKM,17565.6609173341,43000.9649827593
Georgia,Turkmenistan,2019,0.015677,USD millions,Roland Kpodar (IMF),Asia,GEO,TKM,18510.8198184957,45710.0257948484
Georgia,Turkmenistan,2020,0.0037359999999999997,USD millions,Roland Kpodar (IMF),Asia,GEO,TKM,17346.40192057,48406.9173389257
Georgia,Turks and Caicos Islands,2018,0.000637,USD millions,Roland Kpodar (IMF),North America,GEO,TCA,17565.6609173341,1883.1213058614198
Georgia,Turks and Caicos Islands,2019,0.002566,USD millions,Roland Kpodar (IMF),North America,GEO,TCA,18510.8198184957,1976.932863411
Georgia,Turks and Caicos Islands,2020,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,TCA,17346.40192057,1308.39155257635
Georgia,Tuvalu,2018,0.0002,USD millions,Roland Kpodar (IMF),Oceania,GEO,TUV,17565.6609173341,40.4007525680826
Georgia,Tuvalu,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,GEO,TUV,18510.8198184957,45.9849843588252
Georgia,Tuvalu,2020,0.0026680000000000002,USD millions,Roland Kpodar (IMF),Oceania,GEO,TUV,17346.40192057,44.019157515538794
Georgia,Uganda,2018,0.028467,USD millions,Roland Kpodar (IMF),Africa,GEO,UGA,17565.6609173341,37204.541496698504
Georgia,Uganda,2019,0.018447,USD millions,Roland Kpodar (IMF),Africa,GEO,UGA,18510.8198184957,39600.04706428
Georgia,Uganda,2020,0.010086,USD millions,Roland Kpodar (IMF),Africa,GEO,UGA,17346.40192057,40768.7657964748
Georgia,Ukraine,2018,25.951996,USD millions,Roland Kpodar (IMF),Europe,GEO,UKR,17565.6609173341,98783.5357441445
Georgia,Ukraine,2019,26.517029,USD millions,Roland Kpodar (IMF),Europe,GEO,UKR,18510.8198184957,101944.118786821
Georgia,Ukraine,2020,24.072364,USD millions,Roland Kpodar (IMF),Europe,GEO,UKR,17346.40192057,98118.341608386
Georgia,United Arab Emirates,2018,2.088452,USD millions,Roland Kpodar (IMF),Asia,GEO,ARE,17565.6609173341,398914.879874988
Georgia,United Arab Emirates,2019,2.677415,USD millions,Roland Kpodar (IMF),Asia,GEO,ARE,18510.8198184957,403336.245504457
Georgia,United Arab Emirates,2020,1.118527,USD millions,Roland Kpodar (IMF),Asia,GEO,ARE,17346.40192057,383342.65633337403
Georgia,United Kingdom,2018,1.168674,USD millions,Roland Kpodar (IMF),Europe,GEO,GBR,17565.6609173341,3106499.2432324397
Georgia,United Kingdom,2019,1.196739,USD millions,Roland Kpodar (IMF),Europe,GEO,GBR,18510.8198184957,3156963.55241756
Georgia,United Kingdom,2020,0.918469,USD millions,Roland Kpodar (IMF),Europe,GEO,GBR,17346.40192057,2831893.57701153
Georgia,United States,2018,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,USA,17565.6609173341,19651869.1175825
Georgia,United States,2019,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,USA,18510.8198184957,20159639.089698102
Georgia,United States,2020,0.000865,USD millions,Roland Kpodar (IMF),North America,GEO,USA,17346.40192057,19723580.2219382
Georgia,Uruguay,2018,0.00324,USD millions,Roland Kpodar (IMF),Latin America,GEO,URY,17565.6609173341,59774.159517755405
Georgia,Uruguay,2019,0.034445,USD millions,Roland Kpodar (IMF),Latin America,GEO,URY,18510.8198184957,60329.073609821506
Georgia,Uruguay,2020,0.008276,USD millions,Roland Kpodar (IMF),Latin America,GEO,URY,17346.40192057,55890.4663491545
Georgia,Uzbekistan,2018,4.299671,USD millions,Roland Kpodar (IMF),Asia,GEO,UZB,17565.6609173341,100622.047495601
Georgia,Uzbekistan,2019,5.551554,USD millions,Roland Kpodar (IMF),Asia,GEO,UZB,18510.8198184957,107444.145839577
Georgia,Uzbekistan,2020,5.745282,USD millions,Roland Kpodar (IMF),Asia,GEO,UZB,17346.40192057,109123.866128148
Georgia,Vanuatu,2018,0.00025299999999999997,USD millions,Roland Kpodar (IMF),Oceania,GEO,VUT,17565.6609173341,844.553132872594
Georgia,Vanuatu,2019,6.5e-05,USD millions,Roland Kpodar (IMF),Oceania,GEO,VUT,18510.8198184957,871.926684758592
Georgia,Vanuatu,2020,0.014199,USD millions,Roland Kpodar (IMF),Oceania,GEO,VUT,17346.40192057,828.395819755769
Georgia,Venezuela. RB,2018,5e-05,USD millions,Roland Kpodar (IMF),Latin America,GEO,VEN,17565.6609173341,
Georgia,Venezuela. RB,2019,0.00091,USD millions,Roland Kpodar (IMF),Latin America,GEO,VEN,18510.8198184957,
Georgia,Venezuela. RB,2020,0.0005,USD millions,Roland Kpodar (IMF),Latin America,GEO,VEN,17346.40192057,
Georgia,Vietnam,2018,0.011462,USD millions,Roland Kpodar (IMF),Asia,GEO,VNM,17565.6609173341,293358.610036841
Georgia,Vietnam,2019,0.051989,USD millions,Roland Kpodar (IMF),Asia,GEO,VNM,18510.8198184957,314947.640805601
Georgia,Vietnam,2020,0.045468,USD millions,Roland Kpodar (IMF),Asia,GEO,VNM,17346.40192057,323972.192107065
Georgia,Virgin Islands (U.S.),2018,0.001,USD millions,Roland Kpodar (IMF),North America,GEO,VIR,17565.6609173341,3763.66408751334
Georgia,Virgin Islands (U.S.),2019,0.00206,USD millions,Roland Kpodar (IMF),North America,GEO,VIR,18510.8198184957,3873.12406616862
Georgia,Virgin Islands (U.S.),2020,0.0,USD millions,Roland Kpodar (IMF),North America,GEO,VIR,17346.40192057,3810.57550693703
Georgia,West Bank and Gaza,2018,0.023284,USD millions,Roland Kpodar (IMF),Asia,GEO,PSE,17565.6609173341,15616.2
Georgia,West Bank and Gaza,2019,0.033604,USD millions,Roland Kpodar (IMF),Asia,GEO,PSE,18510.8198184957,15829.0
Georgia,West Bank and Gaza,2020,0.02256,USD millions,Roland Kpodar (IMF),Asia,GEO,PSE,17346.40192057,14037.4
Georgia,Yemen. Rep.,2018,0.012169000000000001,USD millions,Roland Kpodar (IMF),Asia,GEO,YEM,17565.6609173341,36789.1384836086
Georgia,Yemen. Rep.,2019,0.007311,USD millions,Roland Kpodar (IMF),Asia,GEO,YEM,18510.8198184957,
Georgia,Yemen. Rep.,2020,0.008086000000000001,USD millions,Roland Kpodar (IMF),Asia,GEO,YEM,17346.40192057,
Georgia,Zambia,2018,0.000696,USD millions,Roland Kpodar (IMF),Africa,GEO,ZMB,17565.6609173341,23747.5862572512
Georgia,Zambia,2019,0.001165,USD millions,Roland Kpodar (IMF),Africa,GEO,ZMB,18510.8198184957,24089.8616490155
Georgia,Zambia,2020,0.000978,USD millions,Roland Kpodar (IMF),Africa,GEO,ZMB,17346.40192057,23418.9457368993
Georgia,Zimbabwe,2018,0.008487,USD millions,Roland Kpodar (IMF),Africa,GEO,ZWE,17565.6609173341,22121.6158424178
Georgia,Zimbabwe,2019,0.000353,USD millions,Roland Kpodar (IMF),Africa,GEO,ZWE,18510.8198184957,20720.7756350685
Georgia,Zimbabwe,2020,0.035957,USD millions,Roland Kpodar (IMF),Africa,GEO,ZWE,17346.40192057,19101.0465195924
Haiti,Bahamas. The,2018,0.74029637,USD millions,Roland Kpodar (IMF),North America,HTI,BHS,15756.7786379976,12385.290297053
Haiti,Bahamas. The,2019,1.16890118,USD millions,Roland Kpodar (IMF),North America,HTI,BHS,15485.274058243,12281.371357681299
Haiti,Bahamas. The,2020,0.26178497,USD millions,Roland Kpodar (IMF),North America,HTI,BHS,14973.4074772561,9814.09845091068
Haiti,Brazil,2018,3.89006457,USD millions,Roland Kpodar (IMF),Latin America,HTI,BRA,15756.7786379976,1797736.84496916
Haiti,Brazil,2019,8.21613809,USD millions,Roland Kpodar (IMF),Latin America,HTI,BRA,15485.274058243,1819683.21769938
Haiti,Brazil,2020,5.9481819300000005,USD millions,Roland Kpodar (IMF),Latin America,HTI,BRA,14973.4074772561,1760056.58779546
Haiti,Canada,2018,14.2875308,USD millions,Roland Kpodar (IMF),North America,HTI,CAN,15756.7786379976,1664832.88787371
Haiti,Canada,2019,11.93939835,USD millions,Roland Kpodar (IMF),North America,HTI,CAN,15485.274058243,1696605.0905518401
Haiti,Canada,2020,6.29767303,USD millions,Roland Kpodar (IMF),North America,HTI,CAN,14973.4074772561,1611126.16562503
Haiti,Chile,2018,11.69021168,USD millions,Roland Kpodar (IMF),Latin America,HTI,CHL,15756.7786379976,260027.117802785
Haiti,Chile,2019,3.77146323,USD millions,Roland Kpodar (IMF),Latin America,HTI,CHL,15485.274058243,261676.645417276
Haiti,Chile,2020,1.96301703,USD millions,Roland Kpodar (IMF),Latin America,HTI,CHL,14973.4074772561,245600.606668884
Haiti,Dominican Republic,2018,50.2015263,USD millions,Roland Kpodar (IMF),North America,HTI,DOM,15756.7786379976,84301.7017546018
Haiti,Dominican Republic,2019,54.6207088,USD millions,Roland Kpodar (IMF),North America,HTI,DOM,15485.274058243,88427.4524258944
Haiti,Dominican Republic,2020,44.2408108,USD millions,Roland Kpodar (IMF),North America,HTI,DOM,14973.4074772561,81415.99343807339
Haiti,France,2018,4.22999035,USD millions,Roland Kpodar (IMF),Europe,HTI,FRA,15756.7786379976,2556210.83276002
Haiti,France,2019,4.21404235,USD millions,Roland Kpodar (IMF),Europe,HTI,FRA,15485.274058243,2608036.6389061203
Haiti,France,2020,2.62089534,USD millions,Roland Kpodar (IMF),Europe,HTI,FRA,14973.4074772561,2413981.86767636
Haiti,St. Martin (French part),2018,0.017524039999999998,USD millions,Roland Kpodar (IMF),North America,HTI,MAF,15756.7786379976,
Haiti,St. Martin (French part),2019,0.09691742,USD millions,Roland Kpodar (IMF),North America,HTI,MAF,15485.274058243,
Haiti,St. Martin (French part),2020,0.05038959,USD millions,Roland Kpodar (IMF),North America,HTI,MAF,14973.4074772561,
Haiti,Turks and Caicos Islands,2018,0.8425466699999999,USD millions,Roland Kpodar (IMF),North America,HTI,TCA,15756.7786379976,1883.1213058614198
Haiti,Turks and Caicos Islands,2019,0.89370382,USD millions,Roland Kpodar (IMF),North America,HTI,TCA,15485.274058243,1976.932863411
Haiti,Turks and Caicos Islands,2020,0.64423188,USD millions,Roland Kpodar (IMF),North America,HTI,TCA,14973.4074772561,1308.39155257635
Haiti,United States,2018,155.274716,USD millions,Roland Kpodar (IMF),North America,HTI,USA,15756.7786379976,19651869.1175825
Haiti,United States,2019,130.6614647,USD millions,Roland Kpodar (IMF),North America,HTI,USA,15485.274058243,20159639.089698102
Haiti,United States,2020,71.1997917,USD millions,Roland Kpodar (IMF),North America,HTI,USA,14973.4074772561,19723580.2219382
Jamaica,Antigua and Barbuda,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,ATG,14802.0518310548,1640.5014077514902
Jamaica,Antigua and Barbuda,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,ATG,14934.1293041378,1692.54175329144
Jamaica,Antigua and Barbuda,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,ATG,13452.6155219861,1373.1798323414
Jamaica,Bahamas. The,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BHS,14802.0518310548,12385.290297053
Jamaica,Bahamas. The,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BHS,14934.1293041378,12281.371357681299
Jamaica,Bahamas. The,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BHS,13452.6155219861,9814.09845091068
Jamaica,Barbados,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BRB,14802.0518310548,5326.45113348749
Jamaica,Barbados,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BRB,14934.1293041378,5361.2107768654605
Jamaica,Barbados,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BRB,13452.6155219861,4554.114648023639
Jamaica,Bermuda,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BMU,14802.0518310548,6819.90598464909
Jamaica,Bermuda,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BMU,14934.1293041378,6840.8503565784795
Jamaica,Bermuda,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,BMU,13452.6155219861,6373.786302281591
Jamaica,British Virgin Islands,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,VGB,14802.0518310548,
Jamaica,British Virgin Islands,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,VGB,14934.1293041378,
Jamaica,British Virgin Islands,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,VGB,13452.6155219861,
Jamaica,Canada,2018,17.723451700000002,USD millions,Roland Kpodar (IMF),North America,JAM,CAN,14802.0518310548,1664832.88787371
Jamaica,Canada,2019,18.4709352,USD millions,Roland Kpodar (IMF),North America,JAM,CAN,14934.1293041378,1696605.0905518401
Jamaica,Canada,2020,17.4400202,USD millions,Roland Kpodar (IMF),North America,JAM,CAN,13452.6155219861,1611126.16562503
Jamaica,Cayman Islands,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,CYM,14802.0518310548,5229.50175800703
Jamaica,Cayman Islands,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,CYM,14934.1293041378,5434.26997707991
Jamaica,Cayman Islands,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,CYM,13452.6155219861,5165.012420049679
Jamaica,China,2018,21.11096163,USD millions,Roland Kpodar (IMF),Asia,JAM,CHN,14802.0518310548,13745158.2751367
Jamaica,China,2019,24.1577131,USD millions,Roland Kpodar (IMF),Asia,JAM,CHN,14934.1293041378,14579283.5281484
Jamaica,China,2020,12.41320857,USD millions,Roland Kpodar (IMF),Asia,JAM,CHN,13452.6155219861,14920466.2345653
Jamaica,Curacao,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,JAM,CUW,14802.0518310548,2924.6404368364
Jamaica,Curacao,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,JAM,CUW,14934.1293041378,2830.87261212355
Jamaica,Curacao,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,JAM,CUW,13452.6155219861,2308.90300487561
Jamaica,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,JAM,DEU,14802.0518310548,3637409.36550255
Jamaica,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,JAM,DEU,14934.1293041378,3673343.09074263
Jamaica,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,JAM,DEU,13452.6155219861,3522914.6397119197
Jamaica,St. Martin (French part),2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,MAF,14802.0518310548,
Jamaica,St. Martin (French part),2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,MAF,14934.1293041378,
Jamaica,St. Martin (French part),2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,MAF,13452.6155219861,
Jamaica,Trinidad and Tobago,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,TTO,14802.0518310548,23423.2215204673
Jamaica,Trinidad and Tobago,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,TTO,14934.1293041378,23533.7354146087
Jamaica,Trinidad and Tobago,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,TTO,13452.6155219861,21438.5753218702
Jamaica,Turks and Caicos Islands,2018,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,TCA,14802.0518310548,1883.1213058614198
Jamaica,Turks and Caicos Islands,2019,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,TCA,14934.1293041378,1976.932863411
Jamaica,Turks and Caicos Islands,2020,0.0,USD millions,Roland Kpodar (IMF),North America,JAM,TCA,13452.6155219861,1308.39155257635
Jamaica,United Kingdom,2018,10.71276925,USD millions,Roland Kpodar (IMF),Europe,JAM,GBR,14802.0518310548,3106499.2432324397
Jamaica,United Kingdom,2019,10.51298671,USD millions,Roland Kpodar (IMF),Europe,JAM,GBR,14934.1293041378,3156963.55241756
Jamaica,United Kingdom,2020,8.23745065,USD millions,Roland Kpodar (IMF),Europe,JAM,GBR,13452.6155219861,2831893.57701153
Jamaica,United States,2018,146.501464,USD millions,Roland Kpodar (IMF),North America,JAM,USA,14802.0518310548,19651869.1175825
Jamaica,United States,2019,149.5665916,USD millions,Roland Kpodar (IMF),North America,JAM,USA,14934.1293041378,20159639.089698102
Jamaica,United States,2020,119.9694855,USD millions,Roland Kpodar (IMF),North America,JAM,USA,13452.6155219861,19723580.2219382
Kyrgyz Republic,Belgium,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,KGZ,BEL,7572.25214525549,482317.238282145
Kyrgyz Republic,Belgium,2019,0.027345500000000002,USD millions,Roland Kpodar (IMF),Europe,KGZ,BEL,7920.6231202686,494099.71808056894
Kyrgyz Republic,Belgium,2020,0.001446773,USD millions,Roland Kpodar (IMF),Europe,KGZ,BEL,7354.379549419779,470417.598101755
Kyrgyz Republic,Germany,2018,0.777523813,USD millions,Roland Kpodar (IMF),Europe,KGZ,DEU,7572.25214525549,3637409.36550255
Kyrgyz Republic,Germany,2019,0.825614019,USD millions,Roland Kpodar (IMF),Europe,KGZ,DEU,7920.6231202686,3673343.09074263
Kyrgyz Republic,Germany,2020,0.154062458,USD millions,Roland Kpodar (IMF),Europe,KGZ,DEU,7354.379549419779,3522914.6397119197
Kyrgyz Republic,Kazakhstan,2018,1.388491513,USD millions,Roland Kpodar (IMF),Asia,KGZ,KAZ,7572.25214525549,202016.211108857
Kyrgyz Republic,Kazakhstan,2019,1.561547323,USD millions,Roland Kpodar (IMF),Asia,KGZ,KAZ,7920.6231202686,211106.940610612
Kyrgyz Republic,Kazakhstan,2020,5.09501066,USD millions,Roland Kpodar (IMF),Asia,KGZ,KAZ,7354.379549419779,205829.26710320002
Kyrgyz Republic,Russian Federation,2018,538.077184,USD millions,Roland Kpodar (IMF),Europe,KGZ,RUS,7572.25214525549,1430116.27851549
Kyrgyz Republic,Russian Federation,2019,547.767753,USD millions,Roland Kpodar (IMF),Europe,KGZ,RUS,7920.6231202686,1461551.31710621
Kyrgyz Republic,Russian Federation,2020,474.411335,USD millions,Roland Kpodar (IMF),Europe,KGZ,RUS,7354.379549419779,1422766.79479499
Kyrgyz Republic,United Kingdom,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,KGZ,GBR,7572.25214525549,3106499.2432324397
Kyrgyz Republic,United Kingdom,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,KGZ,GBR,7920.6231202686,3156963.55241756
Kyrgyz Republic,United Kingdom,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,KGZ,GBR,7354.379549419779,2831893.57701153
Kyrgyz Republic,United States,2018,0.27976406,USD millions,Roland Kpodar (IMF),North America,KGZ,USA,7572.25214525549,19651869.1175825
Kyrgyz Republic,United States,2019,0.2449221,USD millions,Roland Kpodar (IMF),North America,KGZ,USA,7920.6231202686,20159639.089698102
Kyrgyz Republic,United States,2020,0.064630437,USD millions,Roland Kpodar (IMF),North America,KGZ,USA,7354.379549419779,19723580.2219382
Nicaragua,Canada,2018,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,CAN,13487.142194608801,1664832.88787371
Nicaragua,Canada,2019,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,CAN,13096.4372364148,1696605.0905518401
Nicaragua,Canada,2020,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,CAN,12803.5299482066,1611126.16562503
Nicaragua,Costa Rica,2018,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,CRI,13487.142194608801,62862.779082629204
